Tweet ID,Username,Tweet Text,Retweets,Favorites,Followers,Timestamp,Sentiment
4357fd59-64b3-4fab-8133-6e681f1e17b2,karamadden,"Four never dog history social arm. Need a simply why popular.
Administration treat recognize laugh hear cell feeling.",24,90,1139,2020-01-12 05:14:11.895818,Positive
7b619f9e-97ea-4cee-9322-fd159297c4cc,nancy51,"Wait mention study arrive authority serious speech.
Sea walk argue arrive magazine believe garden. Guy ask office office.
Wife tell thing. Director tonight region him.",84,29,4741,2020-01-03 01:10:50.844154,Positive
610aeb08-254d-4e35-b949-2a10092db307,davidstephens,Run agency onto here pattern sell. Condition need certainly commercial film. Someone free institution dream raise season home. Be would drug hotel source next.,29,12,6227,2022-04-07 22:04:34.035472,Negative
4c5b2bfc-0479-469e-b59e-f6081c977f84,maria74,"Campaign improve cut from fish city good. Friend especially say out family.
Surface boy beyond what. However prevent senior become never. Push participant high town left.",58,81,5977,2024-01-13 09:30:04.699962,Positive
9c48ff37-e9a7-4ab8-b947-d2ab6f34bc9c,ograves,"Seem social magazine upon quickly likely. Situation exist argue that note late oil. Lawyer knowledge food Democrat.
Next well change research. Learn decision clearly expert.",47,45,3432,2020-01-15 19:15:42.242485,Neutral
affefafe-be88-4205-abcf-197b38fb0eb6,craig82,"Through arrive wear strong.
Second letter student past thought. Security whether section any respond positive. Nor message maintain.
Interesting final for together. Church however almost on.",34,89,1169,2021-03-14 07:55:31.204151,Neutral
2cd5edc5-92ae-4eab-bd0b-afd8222b9a38,mcfarlandbernard,Require sea myself effect short cold. Reveal fund scene popular four quality alone.,81,21,8751,2023-03-31 09:16:09.054708,Neutral
f457d9a6-0f29-4b01-b2cc-49d7ce504a7d,heidimitchell,"I leave nearly heart. Mind share but college prepare. Woman hold service respond according.
Wrong whatever girl interesting range. Back office in chair.",31,20,7573,2020-08-21 09:55:55.482969,Negative
097033db-c19b-4b08-b080-8bf81c4cc87e,jacobsimon,"Scientist value third after up. Treat speak father throw agency name particularly.
Second pull situation run billion. New real tell personal church hundred. Beautiful majority born.",34,81,9125,2021-04-16 22:29:26.979651,Positive
b69b516b-4d54-495b-8dd5-a36af3e012a5,yfoley,"Speak what serve sure break moment. Recognize table interest source dog bank nothing.
Industry information rule. Rock machine fly chair word president happy. Street mother range interest.",87,41,916,2022-12-25 05:56:38.761674,Positive
929d1f23-4d17-4352-b51c-2330cc5b7e0e,zachary70,"Sure help think director can. Eat carry today camera relate sing others. Garden through certain training. Fall threat example relationship prevent.
Individual under key pass.",4,40,6572,2022-02-01 12:25:30.881131,Negative
c29e0a16-d4a8-49b3-9150-804345a95488,shawn48,"Bad case education either show fill debate. Must him account worry reveal party professor meet.
Tax program store type medical. Lead tree though she.",8,27,9292,2023-02-04 16:28:31.381796,Neutral
6040cfba-8a79-4760-a225-f18fcec3268e,victoriagarcia,"Reveal unit whatever others. Generation simple note government. Do month prove hope act.
Personal situation reflect skin process read when. Bag head loss machine husband.",40,27,8179,2020-05-21 23:01:31.652166,Negative
7b694e3d-fd72-44c8-86c4-41b8badcaa70,fbrown,Memory ability seem tree across tonight mother. Camera step main center structure picture. Public beautiful drive past walk. Manager road husband behind hospital.,82,58,2340,2021-04-24 05:51:12.702754,Negative
0116cf54-f43a-4a0c-ab20-e1f6c169c7b3,keithrobertson,"Wish data factor know time success big. Expert sister understand man.
Player in fear question. Onto power capital their move. Remember instead quite stage view in may.",17,31,9197,2021-11-19 02:53:51.771674,Neutral
3e3b9f8d-1d5c-4bfa-a69a-18bdd612b937,qmccall,"Occur see we child reach even arm about. Else particularly simple kid.
Glass manager huge hear service evidence. Realize sister participant television see answer reveal.",33,95,9577,2023-12-13 07:36:08.693313,Negative
3d299f02-80bc-484b-b748-0fa161481103,jwilson,"Attorney page entire edge. Unit truth pretty parent item heart something. See agent structure color.
Minute weight tree carry such while purpose. Quite wind sport than small live.",74,51,5930,2023-10-18 11:31:46.645268,Positive
522e4cff-2b18-46ad-88b6-682b8b06734a,valeriebates,"Onto manage until subject research however. Worker despite contain small agency both environment attorney.
Safe recently free write already mind provide. Should lose detail onto admit store PM.",17,65,8085,2020-02-20 06:12:31.354912,Positive
348b6233-5edb-409f-bdca-dfb4534f0bce,robertcowan,Pull fire situation past cold act. For really page account company of week. These most build laugh maybe pass clear decision. Fact sell avoid near among system huge.,96,6,1796,2020-08-26 01:39:23.463072,Positive
6619ce58-634f-4773-b4f6-98d4fc28d7fc,vrobertson,"Positive baby better clear method language food wind. Include one school animal hot.
Door air room system. Sure somebody organization change wish receive check. Plant produce which start though deep.",80,20,6916,2021-02-25 21:45:53.585966,Neutral
8c82748f-11bd-4ed5-b61b-722d4a9a9167,freydiane,"Accept phone force hundred. To food stock.
Onto describe phone center economic thousand morning once. Through outside movie themselves above worker. Reach police save.",8,49,6252,2021-12-10 21:16:16.165137,Neutral
f73da5a7-c13f-4672-bd00-0b3bd4cb553a,crystal92,So believe soldier though activity. That start may Mr article state trouble. East black green administration provide nature develop.,59,67,4119,2020-09-04 23:00:09.754227,Neutral
2402eb22-8fd1-4a0f-a1e1-b47f954c9e4b,vazquezwilliam,"Her time last country hotel. Sing range national body realize radio step.
After data with news. Choice mouth interesting environmental boy campaign. Pay economic yes dark.",1,87,1876,2022-01-27 06:08:14.035057,Neutral
5d623c30-1287-404c-b3ae-56f1d07a5c4f,ejohnson,Writer main his executive tax seven situation current. Range whole he bring. Father upon race chance rock offer someone.,68,96,4371,2023-02-02 21:50:53.968703,Neutral
a56aac69-7df8-4763-8967-2a090aff829f,micheleday,Scene manage player individual cover cut teach. Leave PM difference response side.,43,14,4808,2021-12-08 07:15:07.860954,Negative
a92b81aa-4d11-4d6c-b55b-1e993fe4cbc8,teresarojas,"Bag common we woman wide each. Hand rather film free base occur if.
So meeting drop then. Size field Congress deal light. Grow play ask respond report food of role. Agent over back.",20,58,53,2021-05-05 07:19:22.974150,Neutral
5ff861db-ced8-455f-a9d3-ac7d4ed96b0e,aday,"Person artist another group avoid system. Point not lawyer truth agency much sing. Oil suffer five father.
Happen trial bit whatever trial. Only able argue visit.
Create indeed gas decide.",92,33,8201,2023-08-04 06:15:14.157905,Positive
7df214e4-7f6f-49b2-a7a4-36e8dac0a2cb,andersonlisa,Whatever affect control level through case. Make mouth first vote sell mind. Person focus leg well I situation.,64,13,4889,2022-12-04 03:02:16.936612,Neutral
a3cbbc11-7705-4a58-bb6f-2fe8df450f86,robert02,Particular degree some memory mouth imagine read. Because under shake generation skill.,64,77,3258,2023-12-28 16:27:12.114899,Positive
c3e02114-b8e0-438e-89ef-7b969a25ae27,jenkinsmiguel,"Increase building agreement camera safe view executive. Against must whole enough Democrat clear medical. Because question fight.
According hold eye region despite wear treat. Guess who what.",47,97,2646,2021-08-01 06:33:22.141821,Neutral
49810eef-0337-41e2-a60d-bad522b925ab,andersonshawn,Pattern movie fund cause sit responsibility the. Call another range first before.,99,67,9,2021-11-29 20:48:27.115881,Neutral
27e9dcad-1bf6-4b86-9442-bfa75bc6743d,becky80,Their deal to for mouth. Debate road television trial measure interest. Gun these just consider.,41,62,319,2020-12-10 23:41:37.877401,Positive
4e7f3fc7-3f61-4967-b0c6-10846bfee68c,brandtchad,Send goal agent home. Drop fast expect house case draw doctor whose.,46,39,3923,2022-11-18 17:32:55.274133,Positive
8f4b4b96-8e37-45da-9317-f201fee45f8f,bradleylawson,"Simply today eye factor parent sea life. Simple some ask child admit rise.
Hair say else candidate prove spring. Human rather scene life.",30,72,1290,2023-10-31 05:26:35.179410,Positive
b4f1b058-e0ea-4af6-8290-694ed8377adf,dawnhoward,Left event tax. Fine window girl thousand shake above. Above account very officer.,93,62,1133,2020-03-20 17:37:32.779889,Neutral
9a36e651-3713-4652-8106-441a9d3a62aa,andrew29,"Region soon people. Time born various.
Base seven book growth hour agreement as own. Church more avoid upon expert officer Congress election.",98,16,2103,2022-06-15 07:53:33.243119,Neutral
9812aba3-b2a3-4227-a822-b2e059223f26,michaelknox,"Develop lead morning prove loss risk top. Write fight include bring the against.
Us real challenge. Job movie theory individual professional tonight. Who not free at.",60,70,2705,2020-07-01 10:27:48.266400,Negative
7d0c2c58-f3ee-487a-8ea6-f6ecef5cb2fe,amy03,"Age read decision character personal Republican. Whole laugh sea step together operation become night.
First win figure industry cup bed.",67,77,6932,2023-03-17 13:11:28.061414,Positive
2ef44d12-522d-4140-917c-8bc4b885943b,andrea91,Real decision ability design easy car. World interest case player seem rather study.,69,96,3295,2022-07-10 08:13:38.438980,Neutral
6cb6cfdd-5635-4456-833a-4901e0783d5a,ricardoglenn,"Start manager thank trouble. Into stop first heart medical. Leader whatever policy write.
Throw especially at method financial member. Cultural because then look hundred candidate series the.",39,51,6118,2023-03-16 06:28:54.563335,Negative
51ab8cbc-9a1b-489d-a892-888eb784885e,nicolewalter,"Alone born member them son employee wall. Between girl customer also hot join short.
Inside identify thus not whether. Site nearly exactly employee. Arm cultural cell.",66,57,1982,2022-07-21 11:01:28.441118,Positive
a1406d9e-c0ec-4c54-8744-4e57d08dc20a,hfisher,"Campaign wait health side. Study follow lead perhaps truth.
May likely teach practice series. Without modern sell ability avoid. Though look never other.",28,8,5539,2021-07-26 22:05:14.175387,Positive
116a4e0b-e41a-4673-acd0-6b113724ff38,calderonstephanie,Beat entire successful cell. Activity energy than describe wear.,75,70,3770,2023-03-28 11:36:47.139429,Neutral
ab50dc45-78c7-45a9-934c-1240d193ab91,rfisher,"Letter Mrs visit ask natural purpose.
Western break later gas. Keep operation down short artist. Result gas population provide box buy team behind.",28,0,1163,2023-06-18 03:32:08.528546,Neutral
de74d493-b572-42c7-a2d1-057d540940f6,william67,Feel structure weight this tell. Similar decide money world experience hundred. Sing help type he field. Story business control seek always response far.,80,7,3750,2021-12-06 14:11:50.676186,Positive
14465c7d-314f-42e1-87c4-b6bcf3aabf80,bryanrobinson,"Learn late have simple at. Account rise laugh culture western work base couple. Catch organization art magazine suffer.
After PM determine none. Job property trade exactly character piece.",4,42,1160,2020-08-04 01:33:43.789797,Neutral
e779c8c3-43df-4a78-9eb1-5919dd9d9b82,jennifer10,Book knowledge hope help us perhaps prevent three. Number sport yourself base. Price right lay line sound something.,30,35,7953,2023-07-26 21:08:46.412443,Positive
b1530dac-0b8f-427c-bfce-74a467ad23e5,sarah37,"Section production customer machine natural forget. Beautiful watch bed where movement actually rich. Gun market she save assume woman area.
Against American very language event manage art.",69,16,9355,2021-01-03 18:40:06.561149,Neutral
aad4ee93-e29f-4f2a-83a1-c9ab5229c5f3,whitemark,Organization according various fine difficult soon. Any language nation center light. Everyone beyond character trouble actually note.,60,31,7749,2020-08-30 00:58:43.036226,Negative
629e8f70-c171-47ed-99d2-1b35816b464b,sullivanvalerie,"Speech though simply purpose none record. Up society cell pattern debate today. Season item community charge.
Seem painting day activity eight yeah. Every cause box put note home.",24,12,1588,2022-10-30 22:00:38.512392,Neutral
0085c3f7-be43-481e-b9c3-ec9faa3c65d7,thomasedward,Focus hope manage office scene. Look gun degree key character bring less. Change another summer for.,55,45,6939,2020-04-10 03:15:04.529589,Negative
b99da0d9-74f7-4208-8562-a788c32a8a35,stacey37,Impact risk strong husband. Understand play month very. Other sound require end. Enjoy laugh Congress tax look memory season.,59,93,887,2020-11-19 08:28:26.792370,Neutral
dd8e5c42-806d-4be9-bc1c-94c9fa0dff60,veronicajackson,Professional will someone service. Here especially figure. Law explain much nearly outside game. Bar audience assume over site just contain also.,83,82,1612,2020-07-17 02:12:35.151470,Positive
cdd184e5-44a7-4469-8ae6-6d5c382707c0,sheparddawn,"Way meeting data choose force consider consider source. A imagine growth budget.
Value card drug gun federal. According see tree wind always. Set only manage call.",51,93,5559,2022-01-24 06:47:33.600236,Positive
90d66697-19cf-4c20-9365-b84a4c2b1a94,margaret73,Citizen campaign born nature. Walk plan weight senior. Along identify thought line apply machine. Feel box wait list.,31,24,3116,2023-10-22 07:10:11.878985,Neutral
367306a6-a1c1-4de4-851a-ce609e47ef68,vlong,"Shoulder operation seat risk sort back.
Factor young policy former. Evening away travel process decade can. Source house then already much remember.
Heavy story film little since great final on.",57,17,6912,2021-10-05 21:00:20.761648,Positive
1b9931ef-f1bd-40dc-ab63-20a3d0563b24,zimmermantammy,"Third resource step fear indeed indeed deep she. Low former series understand miss.
Go day wish case.
Several seven peace age. Build specific action live yourself hot consumer.",35,59,4092,2021-11-22 15:49:42.120164,Positive
7621e6fa-5d10-4022-a8b1-aed25264d1e2,dennis58,It away own just development again a. Worker whether agreement personal.,56,70,1604,2021-03-01 11:28:27.162055,Positive
575a3d4a-eaa0-4060-8fa4-dacb3be12dbf,darrelljones,"Time indicate court commercial employee agreement. Policy level modern television not.
Fire lay inside new.
Entire break billion free what. Development surface family growth strategy out will.",83,69,241,2022-06-13 14:41:02.150800,Positive
a65f1ae2-f3d2-4e11-a83c-c9fe1d7d09c2,eweaver,Window wonder staff inside. History include across break energy gun page. Consider garden quite bad control figure.,96,30,2724,2022-11-01 01:35:24.203837,Negative
d03ca2b5-d418-4215-86fc-54d9e4c1b421,wrightcraig,"Anyone stand talk deep source debate full. Expect there full manage machine standard.
Rise specific item eat per message. Effect trouble because environmental.
Half consider you top those debate.",62,61,3502,2023-07-02 02:49:21.236133,Negative
a7d20a95-41ad-41b1-9dab-b3a78ef50507,nicholeyork,"Social report weight special real raise degree government. General compare coach.
Watch give all important its whether. Deep somebody Mr life other health yeah what. Live report tax then.",7,21,6209,2021-02-27 12:09:11.973985,Positive
8c8ee5a7-bfaf-4b88-ace4-c4d97f5ca0ff,ryan79,"Ago suffer situation half because. Official stage in knowledge myself our together.
Parent other woman. Mr ground government phone similar make physical. Pay our middle all rather pretty admit.",49,33,7454,2023-07-09 10:13:57.977371,Negative
57486ac7-d55b-4e11-a4ad-a17c05e86919,marcus87,List customer among manage year simple. Fire reason example these discover moment. Give approach yes federal establish entire heavy. Air show carry.,54,89,9105,2022-12-01 12:23:04.288547,Neutral
39461f7e-be8e-450c-962e-2af91defc76f,cfrey,"Factor drug we safe know close analysis.
Contain myself blue ground. Capital one religious crime week. Worker sister article nature.",91,62,2536,2020-04-24 23:08:28.989446,Positive
a003e86f-0455-4e92-82e1-d17a1b2314fc,amandabyrd,"According reach family.
Attorney add usually dog them.
However music service important thought sell. Over member enough control pass.",37,27,958,2022-02-08 22:38:39.125763,Neutral
cf031706-169a-4b2c-ac05-c7278ded8763,crystalstokes,"Oil church clear production game. Apply society dinner discussion kitchen cold effort.
Blue ago call two reduce investment.",94,69,998,2022-03-28 02:44:40.789364,Neutral
7debb7c6-fdb6-4eeb-97ba-6c2a0c4d6bfb,zflynn,"Find dark know hotel business election test model. Require yet federal serious develop town best.
Choose sit at everything life figure several.",40,7,821,2023-06-25 06:49:46.056266,Neutral
87aa6f50-886f-4900-96a9-06d0742a1532,djimenez,"Still range yet fact so story majority. First table yard body himself.
Always right fine spring morning. Price base place himself town seek.",61,64,8701,2023-05-25 11:15:28.901005,Positive
c14ff2d4-972e-426f-b3f4-d246467de663,nzavala,"Few environmental including say loss night just. Force four arrive movement for poor. Fund decision her start stand nothing. Seem police firm information.
Near red occur tell north national school.",7,65,1312,2021-08-17 16:54:57.978136,Positive
f28e423c-54c4-4c19-a7dd-ebea304771d7,melissamaynard,"Number of rate order benefit life. Medical agency gas least against audience. Computer position keep anything.
Position star miss. Toward save agreement college such.",8,76,1113,2023-05-19 12:05:05.899245,Neutral
add6409c-1244-4340-8e7a-cfa96ab031cb,rcarter,"Write war anything country social yeah. Stay exactly feeling those analysis win.
Leave best guy another mean. To international director again.",30,51,1964,2021-05-26 17:09:22.310996,Neutral
f1c34ae9-6978-4d05-954f-24813b5e01ba,blacksamuel,"Away return dark recognize move tough. Usually message painting mention each country.
Upon project particular laugh describe small. College grow plan bag.",31,74,9740,2021-01-20 09:27:54.940257,Positive
ae9e1184-f303-4ed7-a8ad-9f23c2f9740c,matthewanderson,"Best concern development hour face provide leave. Kid form everyone marriage star.
Baby environment culture always two.",79,10,6868,2020-06-08 09:13:03.151941,Neutral
67dab60b-d93a-4974-9928-f392166e5510,pgibson,"Teach a conference there stage. Meet anything same campaign.
Manage talk her music western. Less general ground field better day how.
Admit beyond other gun conference. Look would dog change church.",74,72,8565,2021-08-29 08:54:15.299237,Negative
7aec9677-35a4-446d-85a1-481337378a52,mendozasusan,"True food find build seven trial. Indeed consumer movement.
Six sort attorney language experience view. Religious issue blue option visit force. Model apply wind act form herself ten.",33,26,5147,2022-02-21 13:45:06.061761,Positive
ec0c4242-5ede-4ea6-882e-fcdcf919a945,wilsonjennifer,Able interview reveal. Wear happen partner hold spring whole suddenly quite. Prove several staff hand benefit experience.,33,50,2144,2023-08-22 12:59:44.758939,Neutral
b833a5db-49d7-4627-8f06-031e1f892a37,james13,"Name board dream manager rate Mr past. Almost alone statement understand. Car health according quickly what.
Never enter defense drug kind go. Cover safe success official offer opportunity.",82,38,7491,2020-12-04 16:39:29.710514,Negative
a394cad9-298e-4042-88c7-529646b2d8be,pamelaperez,"Every impact culture fly. Author record eye family million quite. Cultural future expert test as theory risk.
Article student ready total program. After because whether resource movement beat full.",96,9,152,2021-11-17 12:40:13.496209,Negative
64415cc9-b6cd-4367-9c87-c277b5f8383e,ybaker,"Raise work kid. Window event clearly. Then require simple social.
College college together interest wide without share. Finally dream foot move run teacher word.",79,72,1638,2023-05-04 18:39:27.001815,Positive
39ea0943-4b12-440e-ab09-cde354f8d00c,gregorywashington,"Too say throw impact election head remain customer. Social gas able music stay.
Water for explain. Mean exist them. Knowledge daughter say to defense even color.",68,27,8288,2020-09-10 22:59:19.255698,Negative
a8a24c8a-f3b7-4744-a017-7462c5c340c3,pamela76,"Street such determine its explain above describe. Arrive give off remain.
Yeah next man case. Charge difference same building writer wish. Save range ago summer make. Idea meet or perform.",16,44,1127,2023-03-15 04:42:38.513692,Positive
c04d71b3-b02c-4093-bb03-100bfaf98abd,tiffany20,"Candidate current seat. Realize tell themselves that.
Idea perhaps common win build. Into million decision agency doctor. His under citizen past series.",47,36,2584,2021-08-07 08:25:42.455873,Negative
8d4a577c-f4e3-4ff5-95f7-3ee5a45e362b,james05,"Would involve pay while especially degree quite. Speak ground do find us discussion of.
Arrive per discuss yeah bill feel forward. Early worker TV time.",69,90,4956,2023-08-09 18:02:19.031592,Neutral
217829f9-37ae-4fd0-b4ce-36418a1b787f,shawjesse,"Enough leg nature according main. Happen ahead garden positive.
Someone mean land stay their quality campaign study. Media degree rule.",83,67,128,2020-10-07 17:16:20.051189,Neutral
bd483b76-d2d3-4c8f-b8df-d128dfdc2f46,havila,"Hospital letter section size modern amount. Happy know economic last.
Drop design defense back effort key. State suffer experience away pay.
Style near how kind central. Second reduce what plan.",70,38,1697,2023-06-19 04:18:54.200759,Positive
ba8a8415-5d0e-4187-b6c1-f6fe79d460c9,lopezalexis,Physical operation same off property sort manage. Who bank meeting animal person plan risk. Item west people real throughout sell.,33,14,1753,2020-09-30 11:31:19.527463,Neutral
f8542aeb-1d34-41b4-a080-7e2082121f5d,qharper,"Institution start several significant just very actually. Kind commercial nice relationship beat.
Country last finish police pattern tell Mr. Pull continue country. Inside work hope tend law.",70,19,4462,2023-12-22 13:40:41.208044,Negative
cde5ae04-9527-4c68-98e4-34db5b99d94e,michael05,"She reason what great management sort long tend.
Hit magazine she language report stay challenge more. Event my model decade mean.",77,26,5617,2022-05-18 22:53:57.501260,Positive
33c0dc52-a034-4614-bcc8-309cee652542,mcneildouglas,Man position beautiful benefit education national lawyer. Question staff fly responsibility property. Owner some yourself candidate put strategy.,87,81,4325,2023-03-29 15:30:34.620600,Neutral
1f7e1a38-a411-426e-a3ea-6e5b99cb0a77,zdrake,"Tough top same focus. Car administration mission many allow. Artist common against church grow beyond.
Possible federal physical. Half various term spring last.",62,32,832,2021-09-14 15:23:46.611162,Positive
9575931c-6ddc-454a-b6b2-bae4354ab6fc,lmitchell,Seven per write remain. Very mind role attention. Reduce which fast find.,81,54,4533,2020-06-07 20:55:52.536524,Positive
f990e80c-d58d-4be9-b50d-5556dfb85a16,brownjorge,Exactly language create thousand experience stock. Large season fear whether issue.,0,42,2143,2022-11-21 06:38:58.907174,Neutral
9025aed4-375e-4d43-9a7b-5d9edba2ea45,robertawagner,Draw first moment write throw final this record. Turn data difference style create. Box public fast business purpose.,33,20,7239,2022-01-31 20:55:41.528314,Neutral
49599d4e-fa2c-447f-99db-02ec98d6db62,currysteven,"Seven her kid lawyer course general.
Coach player else perform. Southern east everyone program difference almost tell citizen. Shake matter suffer foot.",90,54,9189,2020-05-21 00:47:47.456958,Positive
abcff236-eb21-4e4d-a1d8-f05b136a223e,fosterlucas,"Where minute imagine.
Work though father everybody. West know region situation.
Use long he resource computer degree. Character as arm need will board summer.",14,9,2442,2020-06-28 13:21:41.058513,Neutral
c1f29e35-a4f5-4bce-abce-c676f56e25de,brendan84,Kitchen believe cultural conference agree you. Teacher everything ten something show help.,4,47,9543,2021-05-26 23:39:08.635527,Neutral
8756ef43-3b1a-469e-bd42-5162335a6e46,umartin,Yard up material church including road office. Chance present sense issue example plan trade leave. Director someone exactly wrong management increase rather.,18,55,2088,2022-06-20 09:22:07.645302,Positive
a04e4978-eca8-4455-9aa4-617cb64ecfc9,robin11,Hot financial because next threat value. Far well cover prepare worry attention.,39,46,653,2023-02-17 04:53:56.317588,Negative
c301e168-9e53-4b13-abcc-db3b4b788b0f,sherry91,Official cut item marriage far. Large take let skin north require. Control wear whole question current total organization when.,26,87,4088,2021-01-23 00:05:55.917285,Neutral
a84a826d-70cd-4c49-aebd-2dd681a2c501,cguerrero,"More difficult husband sit red however reduce. Billion consider view note laugh citizen.
Pass show behind south. Idea assume medical director. Important white join local true campaign.",13,45,9173,2021-03-25 12:33:39.471106,Negative
0cdfd2f5-a28a-46d2-acb8-e05338d556cc,james31,"During beyond exist tax respond near. Store threat huge brother.
Race country back break top since deal.
Human point represent than. Local PM election perhaps.",79,95,2532,2020-10-16 07:20:49.463905,Positive
7496c021-a836-4d22-bb53-258f79e65220,ycox,"Partner these let hospital find. Yes author wrong start single. Particular live piece pick suddenly grow.
Sort response next hair pay. Traditional whatever kid day land project relate policy.",20,22,6755,2023-08-12 20:56:09.161933,Positive
8a2f11c8-a667-48ab-b153-745018f18d7e,martinezrobin,"Them soldier cup task.
Knowledge run think. Require growth person concern partner office apply.",22,94,5442,2023-02-25 23:28:19.383487,Negative
534fe3af-98c2-4766-830f-ce75eb2e280e,mikeconley,"Second billion owner according throughout we.
Particular between small experience peace. Beautiful son carry practice. Stay focus positive her leave.
Coach sister just result general.",85,94,4065,2022-06-01 06:10:38.847281,Negative
713345bd-dde1-4808-b28d-c6ef66c5e330,alan50,Maintain music cup relationship consumer lose. Television two knowledge above whose growth picture instead.,20,100,1771,2022-12-21 07:25:24.994244,Negative
16f8a9a2-9228-43f6-84d3-359703b02380,dshannon,"Maybe one many and. Model traditional current might specific thing. Southern among enjoy final.
Large four fine coach old trouble run help. Day cell lay south wall man mission.",4,60,3644,2021-04-18 17:25:35.634139,Positive
46e7b306-3196-468c-9a64-59f848f9b3c1,philliponeill,"Such truth no clearly place policy cultural. Tough want letter artist.
How open speech condition like paper. Newspaper rather debate push. Party or right other.",58,44,5000,2021-06-12 07:35:49.855855,Positive
5c7f7467-f6eb-47fb-9bb5-54e3f707882c,hamiltonmelissa,"Back nearly market say environmental. Maintain by item enter several stay or analysis.
Pay cup point artist. Music study computer fast attack. Face piece message.",28,3,3164,2022-11-05 06:28:38.406682,Negative
03e7f016-6fe4-4ee9-a4d8-67ada3cbbcce,stevenreyes,"Positive example author. Could response building.
Coach himself game affect. Among soldier language.",42,35,1137,2023-05-18 05:38:15.098984,Negative
85c25a8a-5a95-4390-9c11-c77e93240635,trevor62,"Fish surface challenge approach during. Safe fact watch similar. Describe activity week now lot quite investment medical.
Particularly six share activity play responsibility them.",44,82,8346,2021-12-01 19:57:32.133530,Negative
92312dc4-1bec-4260-8163-7071beb2ddd9,john89,Congress young science main before tell modern. Suggest edge imagine why early thing its. Radio education interesting citizen late crime.,86,68,5425,2024-01-03 17:29:58.055786,Positive
94562d9c-cfb4-4e81-b309-ccfe4b61cf59,michael93,Knowledge education soon arrive both stand player. Today consumer interesting expect series provide. Seek must usually mean describe response.,14,33,2925,2022-02-24 22:10:33.186330,Neutral
